name,knotpy notation,kbsm,affine,arrow,mock,yamada
6_252,a=V(b3) b=X(c3 c2 d3 a0) c=X(d2 e0 b1 b0) d=X(f3 f2 c0 b2) e=X(c1 g3 h0 g2) f=X(g1 g0 d1 d0) g=X(f1 f0 e3 e1) h=V(e2) ['name'='6_252'],A**21 + A**19 - 2*A**17 - 3*A**15 + 3*A**11 + A**9 - 2*A**7 - A**5 + A,-t**2 + 2*t - 2 + 2/t - 1/t**2,-A**6*L1 - A**4*L2 + 2*A**2*L1 + 2*L2 + 1 - 2*L2/A**4 - 1/A**4 - L1/A**6 + L2/A**8 + A**(-8) + L1/A**10 - L1/A**14,-w**3 - w**2 + 2*w + 5 + 1/w - 3/w**2 - 2/w**3,-A**23 + A**22 - 4*A**20 + 3*A**19 + 2*A**18 - 5*A**17 + 4*A**16 + 4*A**15 - A**14 + 3*A**13 + A**12 + 2*A**11 - 3*A**10 - A**9 + 3*A**8 - 4*A**7 - A**6 + 5*A**5 - 2*A**4 - 2*A**3 + 3*A**2 - 1
7_990,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 f3 b2) d=X(b3 f2 e1 e0) e=X(d3 d2 g3 c1) f=X(h3 g0 d1 c2) g=X(f1 h2 h1 e2) h=X(i0 g2 g1 f0) i=V(h0) ['name'='7_990'],A**28 - 2*A**24 + 5*A**20 + 2*A**18 - 5*A**16 - 4*A**14 + 4*A**12 + 4*A**10 - 2*A**8 - 3*A**6 + A**2,t - 2 + 1/t,A**(-8) - 2/A**12 + 5/A**16 + 2*L1/A**18 - 5/A**20 - 4*L1/A**22 + 4/A**24 + 4*L1/A**26 - 2/A**28 - 3*L1/A**30 + L1/A**34,3*w**4 + 2*w**3 - 6*w**2 - 5*w + 6 + 5/w - 3/w**2 - 2/w**3 + w**(-4),3*A**25 - 5*A**23 + 8*A**22 + 7*A**21 - 13*A**20 + 7*A**19 + 12*A**18 - 13*A**17 + A**16 + 9*A**15 - 6*A**14 - 4*A**13 + 6*A**11 - 8*A**10 - 6*A**9 + 15*A**8 - 7*A**7 - 10*A**6 + 13*A**5 - 8*A**3 + 5*A**2 + 2*A - 2
7_991,a=V(b0) b=X(a0 c0 d3 d2) c=X(b1 e0 f3 d0) d=X(c3 g0 b3 b2) e=X(c1 g2 h3 h2) f=X(h1 h0 g1 c2) g=X(d1 f2 e1 i0) h=X(f1 f0 e3 e2) i=V(g3) ['name'='7_991'],-A**30 + 2*A**26 - 3*A**22 + 3*A**18 - 3*A**14 + 3*A**10 - A**6 + A**2,0,-A**36 + 2*A**32 - 3*A**28 + 3*A**24 - 3*A**20 + 3*A**16 - A**12 + A**8,2*w**4 - 4*w**2 + 5 - 4/w**2 + 2/w**4,-A**25 + A**24 - 2*A**22 + 2*A**21 - 2*A**19 + 3*A**18 - A**17 - A**16 + 2*A**15 + 2*A**13 + A**11 + 2*A**10 - 2*A**9 + A**7 - 4*A**6 - A**5 - A**4 - 3*A**3 - A**2 - 1
7_992,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e3 b2) d=X(b3 f0 g0 c1) e=X(g3 h0 f1 c2) f=X(d1 e2 h3 h2) g=X(d2 h1 i0 e0) h=X(e1 g1 f3 f2) i=V(g2) ['name'='7_992'],A**23 + A**21 - 2*A**19 - 3*A**17 + A**15 + 4*A**13 + A**11 - 3*A**9 - A**7 + A**5 - A,-t + 2 - 1/t,-A**26*L1 - A**24 + 2*A**22*L1 + 3*A**20 - A**18*L1 - 4*A**16 - A**14*L1 + 3*A**12 + A**10*L1 - A**8 + A**4,w**3 + 3*w**2 - 2*w - 6 + 4/w**2 + w**(-3),-A**25 + A**24 + 2*A**23 - 3*A**22 + 4*A**20 - 3*A**19 - 2*A**18 + 4*A**17 - A**16 - 4*A**15 + 3*A**14 - 3*A**12 + A**10 + 2*A**9 - 4*A**8 + 4*A**7 + 4*A**6 - 5*A**5 + 3*A**4 + 3*A**3 - 2*A**2 + 2*A + 1
7_993,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 d3 e0 b2) d=X(b3 e3 f0 c1) e=X(c2 f3 g3 d1) f=X(d2 g2 h3 e1) g=X(h1 h0 f1 e2) h=X(g1 g0 i0 f2) i=V(h2) ['name'='7_993'],A**21 + A**19 - 2*A**17 - 3*A**15 + A**13 + 4*A**11 - 3*A**7 - 2*A**5 + A**3 + A,t**2 - 2 + t**(-2),-A**12 - A**10*L1 + 2*A**8 + 3*A**6*L1 + A**4*L2 - 2*A**4 - 4*A**2*L1 - 2*L2 + 2 + 3*L1/A**2 + 2*L2/A**4 - L1/A**6 - L2/A**8,-w**5 + 3*w**3 - 4*w + 1 + 3/w - 1/w**3,A**26 - A**25 - A**24 + 3*A**23 - 4*A**22 - A**21 + 7*A**20 - 6*A**19 - A**18 + 6*A**17 - 3*A**16 - A**15 + 2*A**13 - 3*A**12 - 4*A**11 + 4*A**10 - A**9 - 6*A**8 + 4*A**7 + A**6 - 6*A**5 + 2*A**4 + 3*A**3 - 3*A**2 + 2
7_994,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e3 d1 b2) d=X(b3 c2 f3 e0) e=X(d3 g0 g3 c1) f=X(h3 h2 g1 d2) g=X(e1 f2 h1 e2) h=X(i0 g2 f1 f0) i=V(h0) ['name'='7_994'],A**28 - 2*A**24 + 4*A**20 + A**18 - 5*A**16 - 3*A**14 + 4*A**12 + 3*A**10 - 2*A**8 - 2*A**6 + A**4 + A**2,-t + 2 - 1/t,A**16 - 2*A**12 + 4*A**8 + A**6*L1 - 5*A**4 - 3*A**2*L1 + 4 + 3*L1/A**2 - 2/A**4 - 2*L1/A**6 + A**(-8) + L1/A**10,w**4 + w**3 - 6*w**2 - 4*w + 9 + 4/w - 3/w**2 - 1/w**3,-2*A**26 + A**25 + 4*A**24 - 5*A**23 - 2*A**22 + 10*A**21 - 6*A**20 - 6*A**19 + 10*A**18 - 4*A**17 - 5*A**16 + 4*A**15 - 2*A**13 - 5*A**12 + 5*A**11 + 2*A**10 - 10*A**9 + 7*A**8 + 5*A**7 - 10*A**6 + 3*A**5 + 4*A**4 - 4*A**3 + A - 1
6_253,a=V(b0) b=X(a0 c0 d3 e0) c=X(b1 e3 f3 d0) d=X(c3 f2 g3 b2) e=X(b3 g2 f0 c1) f=X(e2 g0 d1 c2) g=X(f1 h0 e1 d2) h=V(g1) ['name'='6_253'],A**16 - 2*A**12 - 2*A**10 + 2*A**8 + 4*A**6 + A**4 - 2*A**2 - 1,0,A**4 - 2 - 2*L1/A**2 + 2/A**4 + 4*L1/A**6 + A**(-8) - 2*L1/A**10 - 1/A**12,-w**4 - 2*w**3 + 2*w**2 + 4*w - 2/w,A**22 - A**21 - 2*A**20 + 4*A**19 - A**18 - 5*A**17 + 3*A**16 - A**15 - 4*A**14 + A**13 - A**12 - 3*A**10 + A**9 + 2*A**8 - 4*A**7 + 2*A**6 + 4*A**5 - 3*A**4 + 3*A**2 - A - 1
7_995,a=V(b0) b=X(a0 c0 d3 d2) c=X(b1 e0 f0 d0) d=X(c3 e1 b3 b2) e=X(c1 d1 f3 g0) f=X(c2 h3 g1 e2) g=X(e3 f2 h1 h0) h=X(g3 g2 i0 f1) i=V(h2) ['name'='7_995'],A**22 + A**20 - 2*A**18 - 3*A**16 + 2*A**14 + 5*A**12 - 5*A**8 - 2*A**6 + 2*A**4 + 2*A**2,0,A**16*L2 + A**14*L1 - 2*A**12*L2 - 3*A**10*L1 + 2*A**8*L2 + 5*A**6*L1 - A**4*L2 + A**4 - 5*A**2*L1 - L2 - 1 + 2*L1/A**2 + L2/A**4 + A**(-4),2*w**3 - 5*w + 1 + 5/w - 3/w**3 + w**(-5),-2*A**28 + A**27 + 3*A**26 - 5*A**25 - 2*A**24 + 10*A**23 - 3*A**22 - 8*A**21 + 11*A**20 - 8*A**18 + 3*A**17 + 2*A**16 - 2*A**15 - 7*A**14 + 5*A**13 + 2*A**12 - 12*A**11 + 5*A**10 + 7*A**9 - 9*A**8 + 7*A**6 - 2*A**5 - 3*A**4 + 2*A**3 + A**2 - A - 1
7_996,a=V(b3) b=X(c0 d0 e3 a0) c=X(b0 e2 f0 g0) d=X(b1 h3 e1 e0) e=X(d3 d2 c1 b2) f=X(c2 h2 h1 g2) g=X(c3 i0 f3 h0) h=X(g3 f2 f1 d1) i=V(g1) ['name'='7_996'],-A**20 - A**18 + 2*A**16 + 3*A**14 - A**12 - 4*A**10 - A**8 + 4*A**6 + 2*A**4 - A**2 - 1,0,-A**14*L1 - A**12 + 2*A**10*L1 + 3*A**8 - A**6*L1 - 4*A**4 - A**2*L1 + 4 + 2*L1/A**2 - 1/A**4 - L1/A**6,w**4 - 3*w**2 + 5 - 3/w**2 + w**(-4),A**26 - A**25 - 2*A**24 + 4*A**23 + A**22 - 6*A**21 + 3*A**20 + 4*A**19 - 7*A**18 + 6*A**16 - 4*A**15 - A**14 + 4*A**13 - A**12 - 3*A**11 - 4*A**10 + 5*A**9 - 4*A**8 - 6*A**7 + 8*A**6 - 2*A**5 - 5*A**4 + 4*A**3 - A + 1
7_997,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 e0 f0 b2) d=X(f3 g0 g3 b3) e=X(c1 g2 h3 h2) f=X(c2 h1 g1 d0) g=X(d1 f2 e1 d2) h=X(i0 f1 e3 e2) i=V(h0) ['name'='7_997'],-A**20 - A**18 + A**16 + 3*A**14 - 3*A**10 - A**8 + 3*A**6 + 2*A**4 - A**2 - 1,-t + 2 - 1/t,-A**14*L1 - A**12 + A**10*L1 + 3*A**8 - 3*A**4 - A**2*L1 + 3 + 2*L1/A**2 - 1/A**4 - L1/A**6,w**4 - 3*w**2 - w + 4 + 1/w - 2/w**2 + w**(-4),A**24 - 2*A**22 - A**21 + 3*A**20 - A**19 - 5*A**18 + 4*A**17 + 2*A**16 - 5*A**15 + 3*A**14 + 3*A**13 - 2*A**12 + 2*A**11 + 2*A**10 + 3*A**9 - 3*A**8 + A**7 + 5*A**6 - 5*A**5 - A**4 + 5*A**3 - 2*A**2 - 2*A + 1
7_998,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 f3 e1) e=X(c1 d3 g0 f0) f=X(e3 h3 g1 d2) g=X(e2 f2 h1 h0) h=X(g3 g2 i0 f1) i=V(h2) ['name'='7_998'],A**21 + A**19 - 3*A**17 - 3*A**15 + 2*A**13 + 5*A**11 - 4*A**7 - 2*A**5 + A**3 + A,-t**2 - t + 4 - 1/t - 1/t**2,-A**12*L2 - A**10*L1 + 2*A**8*L2 + A**8 + 3*A**6*L1 - 2*A**4*L2 - 5*A**2*L1 + L2 - 1 + 4*L1/A**2 + 2/A**4 - L1/A**6 - 1/A**8,w**4 + w**3 - 3*w**2 - 4*w + 3 + 5/w + w**(-2) - 3/w**3 - 2/w**4 + w**(-5) + w**(-6),A**28 + A**27 - A**26 - 2*A**25 + 3*A**24 + 2*A**23 - 8*A**22 + 2*A**21 + 8*A**20 - 9*A**19 - 2*A**18 + 7*A**17 - 4*A**16 - 3*A**15 + A**14 + 4*A**13 - 5*A**12 - 3*A**11 + 9*A**10 - 4*A**9 - 7*A**8 + 7*A**7 + A**6 - 7*A**5 + A**4 + 4*A**3 - 2*A**2 - A + 1
4_14,a=V(b3) b=X(c3 c2 d0 a0) c=X(d3 e0 b1 b0) d=X(b2 e2 e1 c0) e=X(c1 d2 d1 f0) f=V(e3) ['name'='4_14'],A**14 - A**10 + 2*A**6 + A**4 - A**2 - 1,t - 2 + 1/t,A**(-4) - 1/A**8 + 2/A**12 + L1/A**14 - 1/A**16 - L1/A**18,2*w**2 + w - 2 - 1/w + w**(-2),2*A**17 + A**16 + 2*A**14 + A**13 + 2*A**11 + A**9 - A**8 - 2*A**5 - A**2 + 1
7_999,a=V(b0) b=X(a0 c3 d3 d2) c=X(e3 f0 g3 b1) d=X(g2 e0 b3 b2) e=X(d1 h3 f1 c0) f=X(c1 e2 i0 h2) g=X(h1 h0 d0 c2) h=X(g1 g0 f3 e1) i=V(f2) ['name'='7_999'],A**22 - A**18 - 2*A**16 + 3*A**12 + 2*A**10 - A**8 - 2*A**6 - A**4 + A**2 + 1,-2*t + 4 - 2/t,A**16 - A**12 - 2*A**10*L1 + 3*A**6*L1 + 2*A**4 - A**2*L1 - 2 - L1/A**2 + A**(-4) + L1/A**6,-w**4 - w**3 - w + 1 + 3/w + 2/w**2 - 1/w**3 - 1/w**4,-A**25 + 4*A**23 - 2*A**22 - 4*A**21 + 4*A**20 - A**19 - 3*A**18 + 2*A**17 + 2*A**16 + 2*A**15 - A**14 + 3*A**13 + 2*A**12 - 4*A**11 + 2*A**10 + 2*A**9 - 5*A**8 + 3*A**6 - A**4 + A**3 + 2*A**2 - 1
7_1000,a=V(b0) b=X(a0 c3 d3 d2) c=X(e3 e2 f0 b1) d=X(g3 e0 b3 b2) e=X(d1 g2 c1 c0) f=X(c2 h0 h3 g0) g=X(f3 h2 e1 d0) h=X(f1 i0 g1 f2) i=V(h1) ['name'='7_1000'],-A**24 + 2*A**20 - 4*A**16 + 5*A**12 + 2*A**10 - 4*A**8 - 3*A**6 + 2*A**4 + 2*A**2,-3*t + 6 - 3/t,-A**30*L1 + 2*A**26*L1 - 4*A**22*L1 + 5*A**18*L1 + A**16*L2 + A**16 - 4*A**14*L1 - 2*A**12*L2 - A**12 + 2*A**10*L1 + A**8*L2 + A**8,w**5 + w**4 - 4*w**3 - 2*w**2 + 5*w + 1 - 5/w - 1/w**2 + 3/w**3 + 2/w**4,-A**27 + 3*A**26 - 7*A**24 + 5*A**23 + 4*A**22 - 10*A**21 + 4*A**20 + 7*A**19 - 4*A**18 + 3*A**16 + 3*A**15 - 6*A**14 - A**13 + 7*A**12 - 8*A**11 - 5*A**10 + 8*A**9 - 4*A**8 - 6*A**7 + 4*A**6 + 2*A**5 - 4*A**4 - A**3 + 2*A**2 - 1
7_1001,a=V(b0) b=X(a0 c0 d0 c1) c=X(b1 b3 e3 f0) d=X(b2 f3 e1 e0) e=X(d3 d2 g0 c2) f=X(c3 h0 g1 d1) g=X(e2 f2 h3 h2) h=X(f1 i0 g3 g2) i=V(h1) ['name'='7_1001'],-2*A**18 - A**16 + 3*A**14 + 3*A**12 - 2*A**10 - 4*A**8 + A**6 + 3*A**4 + A**2 - 1,-t**2 + 2 - 1/t**2,-A**24*L2 - A**24 - A**22*L1 + 2*A**20*L2 + A**20 + 3*A**18*L1 - 2*A**16*L2 - 4*A**14*L1 + A**12*L2 + 3*A**10*L1 + A**8 - A**6*L1,-w**3 + 2*w**2 + 3*w - 3 - 4/w + 2/w**2 + 3/w**3 - 1/w**5,-A**27 + 2*A**25 - A**24 - 3*A**23 + 4*A**22 + 2*A**21 - 6*A**20 + 3*A**19 + 6*A**18 - 6*A**17 + A**16 + 4*A**15 - 3*A**14 - A**13 + 4*A**11 - 5*A**10 - 3*A**9 + 6*A**8 - 5*A**7 - 5*A**6 + 5*A**5 - A**4 - 3*A**3 + A**2 - 1
7_1002,a=V(b0) b=X(a0 c0 c3 d0) c=X(b1 e0 d1 b2) d=X(b3 c2 f3 g0) e=X(c1 h0 f1 f0) f=X(e3 e2 h3 d2) g=X(d3 h2 h1 i0) h=X(e1 g2 g1 f2) i=V(g3) ['name'='7_1002'],A**28 - 2*A**24 + 3*A**20 - 3*A**16 + 4*A**12 - 3*A**8 + 2*A**4 - 1,0,A**4 - 2 + 3/A**4 - 3/A**8 + 4/A**12 - 3/A**16 + 2/A**20 - 1/A**24,-w**4 + 5*w**2 - 7 + 5/w**2 - 1/w**4,A**25 - A**24 - A**23 + 2*A**22 - A**21 + 4*A**19 - A**18 + 3*A**16 - A**15 + 2*A**13 + 2*A**11 - 2*A**10 + A**9 + A**8 - 4*A**7 + 2*A**6 - 3*A**4 + 2*A**3 - A + 1
7_1003,a=V(b0) b=X(a0 c0 d3 c1) c=X(b1 b3 e0 f0) d=X(f3 e2 e1 b2) e=X(c2 d2 d1 g0) f=X(c3 h0 g1 d0) g=X(e3 f2 h3 h2) h=X(f1 i0 g3 g2) i=V(h1) ['name'='7_1003'],-A**24 + 3*A**20 + A**18 - 4*A**16 - 3*A**14 + 4*A**12 + 4*A**10 - A**8 - 3*A**6 + A**2,t**2 - 2 + t**(-2),-A**12 + A**8*L2 + 2*A**8 + A**6*L1 - 2*A**4*L2 - 2*A**4 - 3*A**2*L1 + 2*L2 + 2 + 4*L1/A**2 - L2/A**4 - 3*L1/A**6 + L1/A**10,w**4 + w**3 - 3*w**2 - 3*w + 5 + 4/w - 3/w**2 - 3/w**3 + w**(-4) + w**(-5),-A**27 + 3*A**25 - 2*A**24 - 3*A**23 + 7*A**22 + A**21 - 9*A**20 + 5*A**19 + 5*A**18 - 10*A**17 + 2*A**16 + 5*A**15 - 4*A**14 - A**13 + 2*A**12 + 6*A**11 - 6*A**10 + 11*A**8 - 6*A**7 - 3*A**6 + 9*A**5 - 2*A**4 - 4*A**3 + 2*A**2 - 1
7_1004,a=V(b3) b=X(c0 d0 d3 a0) c=X(b0 d2 e0 f0) d=X(b1 e1 c1 b2) e=X(c2 d1 g3 h0) f=X(c3 h2 g1 g0) g=X(f3 f2 h1 e2) h=X(e3 g2 f1 i0) i=V(h3) ['name'='7_1004'],-A**20 - A**18 + 2*A**16 + 3*A**14 - 4*A**10 - A**8 + 3*A**6 + 2*A**4 - A**2 - 1,t**2 - 2 + t**(-2),-A**8 - A**6*L1 + 2*A**4 + 3*A**2*L1 + L2 - 1 - 4*L1/A**2 - 2*L2/A**4 + A**(-4) + 3*L1/A**6 + 2*L2/A**8 - L1/A**10 - L2/A**12,w**6 + w**5 - 2*w**4 - 3*w**3 + w**2 + 4*w + 2 - 3/w - 2/w**2 + w**(-3) + w**(-4),A**26 - A**25 - 2*A**24 + 3*A**23 + A**22 - 5*A**21 + A**20 + 5*A**19 - 5*A**18 - A**17 + 6*A**16 - 4*A**15 - 3*A**14 + 2*A**13 - A**12 - 2*A**11 - 3*A**10 + 5*A**9 - 2*A**8 - 6*A**7 + 6*A**6 - 5*A**4 + 3*A**3 + A**2 - A + 1
6_254,a=V(b0) b=X(a0 c3 d3 c0) c=X(b3 e0 e3 b1) d=X(e2 f0 f3 b2) e=X(c1 g0 d0 c2) f=X(d1 g3 g1 d2) g=X(e1 f2 h0 f1) h=V(g2) ['name'='6_254'],-A**20 + A**16 + 2*A**14 - 3*A**10 - 2*A**8 + A**6 + 2*A**4 + A**2,-3*t + 6 - 3/t,-A**26*L1 + A**22*L1 + A**20*L2 + A**20 - 2*A**16*L2 - A**16 - 2*A**14*L1 + A**12*L2 + 2*A**10*L1 + A**8,w**2 - w - 3 - 1/w + 2/w**2 + 2/w**3 + w**(-4),A**22 - A**21 - A**20 + 3*A**19 - A**18 - 3*A**17 + 3*A**16 - A**15 - 2*A**14 + 2*A**13 + A**12 + 2*A**11 - A**10 + A**9 - 5*A**7 + A**5 - 4*A**4 + A**2 - A - 1
7_1005,a=V(b3) b=X(c3 d0 e0 a0) c=X(e3 f0 d1 b0) d=X(b1 c2 f3 g0) e=X(b2 h0 i3 c0) f=X(c1 i2 h1 d2) g=V(d3) h=X(e1 f2 i1 i0) i=X(h3 h2 f1 e2) ['name'='7_1005'],A**28 - 3*A**24 - A**22 + 4*A**20 + 2*A**18 - 4*A**16 - 3*A**14 + 4*A**12 + 3*A**10 - 2*A**8 - 2*A**6 + A**4 + A**2,-2*t + 4 - 2/t,A**28 - 3*A**24 - A**22*L1 + 4*A**20 + 2*A**18*L1 - 4*A**16 - 3*A**14*L1 + 4*A**12 + 3*A**10*L1 - 2*A**8 - 2*A**6*L1 + A**4 + A**2*L1,-2*w**4 - 2*w**3 + 6*w**2 + 4*w - 7 - 4/w + 4/w**2 + 2/w**3,A**27 - 2*A**26 - A**25 + 6*A**24 - 4*A**23 - 5*A**22 + 9*A**21 - 3*A**20 - 7*A**19 + 9*A**18 - A**17 - 4*A**16 + 4*A**15 + A**14 + A**13 - 6*A**12 + 3*A**11 + 4*A**10 - 11*A**9 + 3*A**8 + 6*A**7 - 9*A**6 + A**5 + 3*A**4 - 4*A**3 + A - 1
6_255,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 e0 f3 b2) d=X(g0 h0 h3 b3) e=X(c1 h2 f1 f0) f=X(e3 e2 h1 c2) g=V(d0) h=X(d1 f2 e1 d2) ['name'='6_255'],A**23 + A**21 - A**19 - 2*A**17 + 2*A**13 - 2*A**9 + A**5 - A,-t + 2 - 1/t,-A**26*L1 - A**24 + A**22*L1 + 2*A**20 - 2*A**16 + 2*A**12 - A**8 + A**4,2*w**2 - w - 4 + 1/w + 3/w**2,-A**23 + A**21 - A**19 + A**18 + A**17 - A**16 + A**15 + 2*A**14 - A**13 + A**11 - A**10 - A**8 + A**7 - 2*A**6 - 2*A**5 + A**4 - 2*A**3 - 2*A**2 - 1
7_1006,a=V(b0) b=X(a0 c0 d3 d2) c=X(b1 e0 e3 f0) d=X(f3 e1 b3 b2) e=X(c1 d1 g0 c2) f=X(c3 h0 g1 d0) g=X(e2 f2 h3 h2) h=X(f1 i0 g3 g2) i=V(h1) ['name'='7_1006'],-A**24 - A**22 + 3*A**20 + 3*A**18 - 3*A**16 - 4*A**14 + A**12 + 4*A**10 - 2*A**6 + A**2,0,-A**18*L1 - A**16 + 3*A**14*L1 + 3*A**12 - 3*A**10*L1 - 4*A**8 + A**6*L1 + 4*A**4 - 2 + A**(-4),-w**4 + 3*w**2 - 2*w - 4 + 4/w + 5/w**2 - 2/w**3 - 2/w**4,A**26 - 2*A**24 + 3*A**22 - A**21 - 6*A**20 + 5*A**19 + 3*A**18 - 9*A**17 + 5*A**16 + 5*A**15 - 4*A**14 + A**13 + 2*A**12 + A**11 - 6*A**10 + 4*A**8 - 8*A**7 - 3*A**6 + 7*A**5 - 3*A**4 - 4*A**3 + 4*A**2 + A - 2
6_256,a=V(b3) b=X(c0 d3 c1 a0) c=X(b0 b2 e3 e2) d=X(f3 f2 g3 b1) e=X(g2 f0 c3 c2) f=X(e1 g0 d1 d0) g=X(f1 h0 e0 d2) h=V(g1) ['name'='6_256'],A**16 + 2*A**14 - A**12 - 3*A**10 - A**8 + 3*A**6 + 2*A**4 - A**2 - 1,t - 2 + 1/t,L1/A**2 + 2/A**4 - L1/A**6 - 3/A**8 - L1/A**10 + 3/A**12 + 2*L1/A**14 - 1/A**16 - L1/A**18,w**3 + 3*w**2 - 4 - 2/w + 2/w**2 + w**(-3),-A**24 + A**23 + A**22 - 3*A**21 + A**20 + 2*A**19 - 5*A**18 + 2*A**16 - 4*A**15 - A**14 + A**13 - 2*A**12 - A**10 + 4*A**9 - 3*A**7 + 5*A**6 - 2*A**5 - 3*A**4 + 3*A**3 - A**2 - A + 1
7_1007,a=V(b3) b=X(c3 d0 d3 a0) c=X(d2 e3 f3 b0) d=X(b1 f2 c0 b2) e=X(g3 g2 h3 c1) f=X(h2 g0 d1 c2) g=X(f1 h0 e1 e0) h=X(g1 i0 f0 e2) i=V(h1) ['name'='7_1007'],-A**20 - A**18 + 2*A**16 + 3*A**14 - A**12 - 5*A**10 - A**8 + 4*A**6 + 3*A**4 - A**2 - 1,t**2 - t - 1/t + t**(-2),-A**20 - A**18*L1 + 2*A**16 + 3*A**14*L1 + A**12*L2 - 2*A**12 - 5*A**10*L1 - 2*A**8*L2 + A**8 + 4*A**6*L1 + 2*A**4*L2 + A**4 - A**2*L1 - L2,-w**5 + 3*w**3 - 5*w + 4/w + w**(-2) - 1/w**3,A**28 - A**27 - 2*A**26 + 4*A**25 - 7*A**23 + 4*A**22 + 5*A**21 - 8*A**20 + 9*A**18 - 4*A**17 - 2*A**16 + 5*A**15 - 3*A**13 - 3*A**12 + 7*A**11 - 5*A**10 - 8*A**9 + 8*A**8 - 3*A**7 - 8*A**6 + 4*A**5 + A**4 - 2*A**3 + A + 1
7_1008,a=V(b3) b=X(c0 d0 e3 a0) c=X(b0 f0 g3 d2) d=X(b1 h0 c3 e0) e=X(d3 g2 f1 b2) f=X(c1 e2 i3 i2) g=X(i1 i0 e1 c2) h=V(d1) i=X(g1 g0 f3 f2) ['name'='7_1008'],A**28 + A**26 - 2*A**24 - 2*A**22 + 3*A**20 + 4*A**18 - 2*A**16 - 4*A**14 + A**12 + 3*A**10 - A**8 - 2*A**6 + A**2,3*t - 6 + 3/t,L1/A**2 + A**(-4) - 2*L1/A**6 - 2/A**8 + 3*L1/A**10 + 4/A**12 - 2*L1/A**14 - 4/A**16 + L1/A**18 + 3/A**20 - L1/A**22 - 2/A**24 + A**(-28),2*w**3 + 4*w**2 - 3*w - 6 + 3/w + 5/w**2 - 2/w**3 - 2/w**4,A**27 - A**26 + 4*A**24 - 2*A**23 - 2*A**22 + 8*A**21 - 2*A**20 - 4*A**19 + 8*A**18 - A**17 - 4*A**16 + 3*A**15 - A**14 - 4*A**12 + 3*A**11 + 3*A**10 - 8*A**9 + 4*A**8 + 4*A**7 - 6*A**6 + 2*A**5 + 4*A**4 - 3*A**3 + A - 1
5_58,a=V(b3) b=X(c3 d0 e0 a0) c=X(f3 f2 d1 b0) d=X(b1 c2 e1 g0) e=X(b2 d2 f1 f0) f=X(e3 e2 c1 c0) g=V(d3) ['name'='5_58'],A**20 - 2*A**16 - A**14 + 2*A**12 + A**10 - A**8 - A**6 + A**4 + A**2,-2*t + 4 - 2/t,A**20 - 2*A**16 - A**14*L1 + 2*A**12 + A**10*L1 - A**8 - A**6*L1 + A**4 + A**2*L1,-w**4 - w**3 + 2*w**2 + w - 2 - 1/w + 2/w**2 + w**(-3),A**21 - A**20 + 2*A**18 - 3*A**17 + A**15 - A**14 + A**13 + A**11 - A**10 - A**9 + A**8 - A**7 - 2*A**6 + A**5 - A**4 - 2*A**3 - 1
7_1009,a=V(b0) b=X(a0 c0 c3 d3) c=X(b1 d2 e3 b2) d=X(f3 e0 c1 b3) e=X(d1 g0 h0 c2) f=X(h3 h2 g1 d0) g=X(e1 f2 h1 i0) h=X(e2 g2 f1 f0) i=V(g3) ['name'='7_1009'],-A**26 - A**24 + 2*A**22 + 5*A**20 - 6*A**16 - 3*A**14 + 5*A**12 + 4*A**10 - 2*A**8 - 3*A**6 + A**2,2*t**2 - 4 + 2/t**2,-A**2*L1 - L2 + 2*L1/A**2 + 4*L2/A**4 + A**(-4) - 5*L2/A**8 - 1/A**8 - 3*L1/A**10 + 4*L2/A**12 + A**(-12) + 4*L1/A**14 - 2*L2/A**16 - 3*L1/A**18 + L1/A**22,-w**5 - w**4 + 2*w**3 + 5*w**2 + w - 7 - 5/w + 5/w**2 + 4/w**3 - 1/w**4 - 1/w**5,-A**27 + A**26 + 3*A**25 - 5*A**24 - 2*A**23 + 12*A**22 - 3*A**21 - 13*A**20 + 16*A**19 + 5*A**18 - 18*A**17 + 9*A**16 + 8*A**15 - 10*A**14 - A**13 + 6*A**12 + 4*A**11 - 13*A**10 + 4*A**9 + 15*A**8 - 16*A**7 - 2*A**6 + 17*A**5 - 8*A**4 - 7*A**3 + 8*A**2 - 3
